code;date;prod;prod_class;poids;mod;ori;dist_km;dist_class;ori_lon;ori_lat
283;2014-09-01;mais grain;mais;1120;2.voiture;botro;48;000-050;-5,3063;7,8447
284;2014-09-01;arachide décortiquée;arachide;1360;2.voiture;dianra;282;200-300;-6,2438;8,7628
285;2014-09-01;arachide décortiquée;arachide;2800;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
286;2014-09-01;arachide décortiquée;arachide;1440;2.voiture;sakassou;47;000-050;-5,2914;7,4555
287;2014-09-01;arachide décortiquée;arachide;720;2.voiture;sakassou;47;000-050;-5,2914;7,4555
288;2014-09-01;piment sec;divers;860;2.voiture;bonguera;136;100-150;-4,2434;7,6673
289;2014-09-01;attiéké sec;divers;840;2.voiture;béoumi;60;050-100;-5,5791;7,6714
290;2014-09-01;arachide décortiquée;arachide;1120;1 moto;bouaké;3;000-050;-5,028;7,6845
291;2014-09-01;arachide décortiquée;arachide;460;2.voiture;sakassou;47;000-050;-5,2914;7,4555
292;2014-09-01;arachide décortiquée;arachide;1040;2.voiture;botro;48;000-050;-5,3063;7,8447
293;2014-09-01;arachide décortiquée;arachide;460;1 moto;bouaké;3;000-050;-5,028;7,6845
294;2014-09-01;arachide décortiquée;arachide;1080;2.voiture;sakassou;47;000-050;-5,2914;7,4555
295;2014-09-01;arachide décortiquée;arachide;1920;3.pick-up;satama;127;100-150;-4,3595;7,9043
296;2014-09-01;arachide décortiquée;arachide;320;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
297;2014-09-01;arachide décortiquée;arachide;660;2.voiture;sakassou;47;000-050;-5,2914;7,4555
298;2014-09-01;attiéké sec;divers;440;2.voiture;béoumi;60;050-100;-5,5791;7,6714
299;2014-09-01;arachide décortiquée;arachide;380;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
300;2014-09-01;arachide décortiquée;arachide;820;2.voiture;brobo;25;000-050;-4,8267;7,6407
301;2014-09-01;divers;divers;1120;1 moto;bouaké;3;000-050;-5,028;7,6845
302;2014-09-01;koudjan;igname;14440;4.camion;satama;127;100-150;-4,3595;7,9043
303;2014-09-01;arachide décortiquée;arachide;3160;2.voiture;béoumi;60;050-100;-5,5791;7,6714
304;2014-09-01;riz blanchi importé;riz;1540;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
305;2014-09-01;arachide décortiquée;arachide;440;2.voiture;sakassou;47;000-050;-5,2914;7,4555
306;2014-09-01;arachide décortiquée;arachide;280;2.voiture;sakassou;47;000-050;-5,2914;7,4555
307;2014-09-01;mais grain;mais;1160;2.voiture;sakassou;47;000-050;-5,2914;7,4555
308;2014-09-01;attiéké sec;divers;2780;5.gros camion;yamoussoukro;77;050-100;-5,2778;6,8194
309;2014-09-01;arachide décortiquée;arachide;1040;2.voiture;sakassou;47;000-050;-5,2914;7,4555
310;2014-09-01;arachide décortiquée;arachide;720;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
311;2014-09-01;kpassadjo;igname;17440;4.camion;dabakala;132;100-150;-4,4272;8,3624
312;2014-09-01;assawa;igname;7880;4.camion;brobo;25;000-050;-4,8267;7,6407
313;2014-09-01;piment sec;divers;2000;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
314;2014-09-01;arachide décortiquée;arachide;620;2.voiture;béoumi;60;050-100;-5,5791;7,6714
315;2014-09-01;arachide décortiquée;arachide;1620;2.voiture;dabakala;132;100-150;-4,4272;8,3624
316;2014-09-01;arachide décortiquée;arachide;720;2.voiture;sakassou;47;000-050;-5,2914;7,4555
317;2014-09-01;attiéké sec;divers;1460;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
318;2014-09-01;arachide décortiquée;arachide;2180;2.voiture;satama;127;100-150;-4,3595;7,9043
319;2014-09-01;arachide décortiquée;arachide;1460;2.voiture;botro;48;000-050;-5,3063;7,8447
320;2014-09-01;arachide décortiquée;arachide;1200;2.voiture;dabakala;132;100-150;-4,4272;8,3624
321;2014-09-01;koudjan;igname;7080;5.gros camion;satama;127;100-150;-4,3595;7,9043
322;2014-09-01;mais grain;mais;2940;3.pick-up;bouaké;3;000-050;-5,028;7,6845
323;2014-09-01;riz blanchi bké 189;riz;840;2.voiture;yamoussoukro;77;050-100;-5,2778;6,8194
324;2014-09-01;koudjan;igname;4740;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
325;2014-09-01;coco frais;divers;620;2.voiture;bouaké;3;000-050;-5,028;7,6845
326;2014-09-01;mais grain;mais;1640;2.voiture;mankono;179;150-200;-6,1883;8,0556
327;2014-09-01;arachide décortiquée;arachide;500;2.voiture;satama;127;100-150;-4,3595;7,9043
328;2014-09-01;arachide décortiquée;arachide;140;1 moto;bouaké;3;000-050;-5,028;7,6845
329;2014-09-01;riz paddy bké 189;riz;2740;3.pick-up;botro;48;000-050;-5,3063;7,8447
330;2014-09-01;koudjan;igname;6400;4.camion;dabakala;132;100-150;-4,4272;8,3624
331;2014-09-01;mais grain;mais;8640;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
332;2014-09-01;arachide décortiquée;arachide;1560;2.voiture;dabakala;132;100-150;-4,4272;8,3624
333;2014-09-01;arachide décortiquée;arachide;22500;4.camion;béoumi;60;050-100;-5,5791;7,6714
334;2014-09-01;piment sec;divers;260;2.voiture;dabakala;132;100-150;-4,4272;8,3624
335;2014-09-01;attiéké sec;divers;160;1 moto;bouaké;3;000-050;-5,028;7,6845
336;2014-09-01;koudjan;igname;13340;4.camion;dabakala;132;100-150;-4,4272;8,3624
337;2014-09-01;arachide décortiquée;arachide;1380;2.voiture;béoumi;60;050-100;-5,5791;7,6714
338;2014-09-01;arachide décortiquée;arachide;320;2.voiture;satama;127;100-150;-4,3595;7,9043
339;2014-09-01;arachide décortiquée;arachide;520;2.voiture;sakassou;47;000-050;-5,2914;7,4555
340;2014-09-01;kpassadjo;igname;5900;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
341;2014-09-01;assawa;igname;21600;4.camion;dabakala;132;100-150;-4,4272;8,3624
342;2014-09-01;riz paddy bké 189;riz;18320;4.camion;daoukro;154;150-200;-3,9606;7,0572
343;2014-09-01;mais grain;mais;7020;2.voiture;bouandougou;116;100-150;-5,6679;8,2146
344;2014-09-01;mais grain;mais;1160;2.voiture;bouaké;3;000-050;-5,028;7,6845
345;2014-09-01;arachide décortiquée;arachide;940;2.voiture;m'bahiakro;82;050-100;-4,3378;7,4537
346;2014-09-01;arachide décortiquée;arachide;980;2.voiture;béoumi;60;050-100;-5,5791;7,6714
347;2014-09-01;mais grain;mais;980;2.voiture;sakassou;47;000-050;-5,2914;7,4555
348;2014-09-01;arachide décortiquée;arachide;1140;2.voiture;kounahiri;90;050-100;-5,8355;7,7901
349;2014-09-01;attiéké sec;divers;680;2.voiture;béoumi;60;050-100;-5,5791;7,6714
350;2014-09-01;mais grain;mais;2160;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
351;2014-09-01;mais grain;mais;1760;2.voiture;tingrela;373;300-500;-6,4081;10,4844
352;2014-09-01;attiéké sec;divers;940;2.voiture;béoumi;60;050-100;-5,5791;7,6714
353;2014-09-01;arachide décortiquée;arachide;3920;1 moto;bouaké;3;000-050;-5,028;7,6845
354;2014-09-01;attiéké sec;divers;2220;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
355;2014-09-01;arachide décortiquée;arachide;460;2.voiture;sakassou;47;000-050;-5,2914;7,4555
356;2014-09-01;mais grain;mais;2800;2.voiture;bouaké;3;000-050;-5,028;7,6845
357;2014-09-01;mais grain;mais;2720;4.camion;marandala;200;150-200;-5,919;8,448
358;2014-09-01;koudjan;igname;23740;4.camion;dabakala;132;100-150;-4,4272;8,3624
359;2014-09-01;kponan;igname;22520;4.camion;bondoukou;398;300-500;-2,803;8,039
360;2014-09-01;kponan;igname;17020;4.camion;kong;225;200-300;-4,6119;9,1503
361;2014-09-01;kponan;igname;19920;4.camion;kong;225;200-300;-4,6119;9,1503
362;2014-09-01;arachide décortiquée;arachide;820;2.voiture;bouaké;3;000-050;-5,028;7,6845
363;2014-09-01;mais grain;mais;1000;1 moto;bouaké;3;000-050;-5,028;7,6845
364;2014-09-01;arachide décortiquée;arachide;60;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
365;2014-09-01;piment sec;divers;380;2.voiture;m'bahiakro;82;050-100;-4,3378;7,4537
366;2014-09-01;arachide décortiquée;arachide;3080;2.voiture;ravia;60;050-100;-4,893;7,4009
367;2014-09-01;arachide décortiquée;arachide;880;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
368;2014-09-01;arachide décortiquée;arachide;740;2.voiture;sakassou;47;000-050;-5,2914;7,4555
369;2014-09-01;arachide décortiquée;arachide;1020;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
370;2014-09-01;piment sec;divers;460;2.voiture;daloa;187;150-200;-6,4478;6,8892
371;2014-09-01;kponan;igname;6400;4.camion;satama;127;100-150;-4,3595;7,9043
372;2014-09-01;kponan;igname;1220;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
373;2014-09-01;arachide décortiquée;arachide;9480;4.camion;korhogo;176;150-200;-5,6316;9,4577
374;2014-09-01;riz paddy iguapé;riz;6420;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
375;2014-09-01;arachide décortiquée;arachide;1640;5.gros camion;béoumi;60;050-100;-5,5791;7,6714
376;2014-09-01;wakrou;igname;6660;3.pick-up;kouassikro;124;100-150;-4,7085;7,0329
377;2014-09-01;arachide décortiquée;arachide;6840;3.pick-up;botro;48;000-050;-5,3063;7,8447
378;2014-09-01;arachide décortiquée;arachide;5000;3.pick-up;katiola;38;000-050;-5,1018;8,1401
379;2014-09-01;kponan;igname;14140;4.camion;dabakala;132;100-150;-4,4272;8,3624
380;2014-09-01;attiéké sec;divers;2060;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
381;2014-09-01;assawa;igname;9060;4.camion;dabakala;132;100-150;-4,4272;8,3624
382;2014-09-01;arachide décortiquée;arachide;880;2.voiture;sakassou;47;000-050;-5,2914;7,4555
383;2014-09-01;attiéké sec;divers;1220;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
384;2014-09-01;arachide décortiquée;arachide;840;2.voiture;bouaké;3;000-050;-5,028;7,6845
385;2014-09-01;arachide décortiquée;arachide;1720;2.voiture;dabakala;132;100-150;-4,4272;8,3624
386;2014-09-01;mais grain;mais;620;1 moto;bouaké;3;000-050;-5,028;7,6845
387;2014-09-01;riz paddy bké 189;riz;1000;1 moto;bouaké;3;000-050;-5,028;7,6845
388;2014-09-01;arachide décortiquée;arachide;1460;2.voiture;tingrela;373;300-500;-6,4081;10,4844
389;2014-09-01;riz paddy iguapé;riz;1160;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
390;2014-09-01;piment sec;divers;1000;2.voiture;bonguera;136;100-150;-4,2434;7,6673
391;2014-09-01;arachide décortiquée;arachide;780;1 moto;bouaké;3;000-050;-5,028;7,6845
392;2014-09-01;mais grain;mais;2020;2.voiture;bodokro;81;050-100;-5,4722;7,8747
393;2014-09-01;florido;igname;12280;4.camion;dabakala;132;100-150;-4,4272;8,3624
394;2014-09-01;riz paddy bké 189;riz;21140;4.camion;yamoussoukro;77;050-100;-5,2778;6,8194
395;2014-09-01;mais grain;mais;2980;3.pick-up;katiola;38;000-050;-5,1018;8,1401
396;2014-09-01;riz paddy iguapé;riz;1960;3.pick-up;bamoro;13;000-050;-5,049;7,8315
397;2014-09-01;riz paddy bké 189;riz;19940;4.camion;bocanda;136;100-150;-4,4943;7,0639
398;2014-09-01;arachide décortiquée;arachide;520;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
399;2014-09-01;mais grain;mais;2440;3.pick-up;béoumi;60;050-100;-5,5791;7,6714
400;2014-09-01;assawa;igname;17280;4.camion;dabakala;132;100-150;-4,4272;8,3624
401;2014-09-01;kponan;igname;24680;4.camion;bondoukou;398;300-500;-2,803;8,039
402;2014-09-01;sorgho;divers;1440;4.camion;ferké;162;150-200;-5,1973;9,5924
403;2014-09-01;mais grain;mais;6860;3.pick-up;bouaké;3;000-050;-5,028;7,6845
404;2014-09-01;mais grain;mais;8740;3.pick-up;botro;48;000-050;-5,3063;7,8447
405;2014-09-01;arachide décortiquée;arachide;1200;3.pick-up;satama;127;100-150;-4,3595;7,9043
406;2014-09-01;mais grain;mais;6000;3.pick-up;katiola;38;000-050;-5,1018;8,1401
407;2014-09-01;mais grain;mais;8740;5.gros camion;béoumi;60;050-100;-5,5791;7,6714
408;2014-09-01;arachide décortiquée;arachide;880;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
409;2014-09-01;arachide décortiquée;arachide;460;2.voiture;bouaké;3;000-050;-5,028;7,6845
410;2014-09-01;arachide décortiquée;arachide;520;1 moto;bouaké;3;000-050;-5,028;7,6845
411;2014-09-01;kponan;igname;12240;4.camion;dabakala;132;100-150;-4,4272;8,3624
412;2014-09-01;arachide décortiquée;arachide;580;2.voiture;sakassou;47;000-050;-5,2914;7,4555
413;2014-09-01;mais grain;mais;660;1 moto;bouaké;3;000-050;-5,028;7,6845
414;2014-09-01;arachide décortiquée;arachide;5660;5.gros camion;korhogo;176;150-200;-5,6316;9,4577
415;2014-09-01;mais grain;mais;4820;3.pick-up;bouaké;3;000-050;-5,028;7,6845
416;2014-09-01;mais grain;mais;960;2.voiture;bouandougou;116;100-150;-5,6679;8,2146
417;2014-09-01;arachide décortiquée;arachide;360;1 moto;bouaké;3;000-050;-5,028;7,6845
418;2014-09-01;mais grain;mais;1180;3.pick-up;katiola;38;000-050;-5,1018;8,1401
419;2014-09-01;riz paddy iguapé;riz;16600;4.camion;oumé;145;100-150;-5,4232;6,3793
420;2014-09-01;mais grain;mais;14060;4.camion;katiola;38;000-050;-5,1018;8,1401
421;2014-09-01;arachide décortiquée;arachide;1660;2.voiture;satama;127;100-150;-4,3595;7,9043
422;2014-09-01;arachide décortiquée;arachide;300;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
423;2014-09-01;mais grain;mais;1680;3.pick-up;béoumi;60;050-100;-5,5791;7,6714
424;2014-09-01;attiéké sec;divers;2040;3.pick-up;kouakro;402;300-500;-2,9074;5,4444
425;2014-09-01;mais grain;mais;7280;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
426;2014-09-01;attiéké sec;divers;2240;3.pick-up;bouaké;3;000-050;-5,028;7,6845
427;2014-09-01;oignons;divers;1040;1 moto;bouaké;3;000-050;-5,028;7,6845
428;2014-09-01;mais grain;mais;1120;2.voiture;bouandougou;116;100-150;-5,6679;8,2146
429;2014-09-01;assawa;igname;16680;4.camion;dabakala;132;100-150;-4,4272;8,3624
430;2014-09-01;mais grain;mais;11300;4.camion;mankono;179;150-200;-6,1883;8,0556
431;2014-09-01;arachide décortiquée;arachide;780;2.voiture;sakassou;47;000-050;-5,2914;7,4555
432;2014-09-01;koudjan;igname;12960;4.camion;marandala;200;150-200;-5,919;8,448
433;2014-09-01;koudjan;igname;21540;4.camion;tiéningboué;124;100-150;-5,7241;8,177
434;2014-09-01;arachide décortiquée;arachide;320;2.voiture;sakassou;47;000-050;-5,2914;7,4555
435;2014-09-01;koudjan;igname;11360;4.camion;satama;127;100-150;-4,3595;7,9043
436;2014-09-01;arachide décortiquée;arachide;1180;2.voiture;botro;48;000-050;-5,3063;7,8447
437;2014-09-01;arachide décortiquée;arachide;1060;2.voiture;diabo;28;000-050;-5,1722;7,7852
438;2014-09-01;mais grain;mais;6160;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
439;2014-09-01;attiéké sec;divers;1100;1 moto;bouaké;3;000-050;-5,028;7,6845
440;2014-09-01;attiéké sec;divers;1300;2.voiture;badasso;196;150-200;-4,5134;5,6834
441;2014-09-01;arachide décortiquée;arachide;980;2.voiture;béoumi;60;050-100;-5,5791;7,6714
442;2014-09-01;attiéké sec;divers;3160;3.pick-up;diabo;28;000-050;-5,1722;7,7852
443;2014-09-01;arachide décortiquée;arachide;2040;3.pick-up;satama;127;100-150;-4,3595;7,9043
444;2014-09-01;arachide décortiquée;arachide;240;3.pick-up;botro;48;000-050;-5,3063;7,8447
445;2014-09-01;arachide décortiquée;arachide;2040;3.pick-up;satama;127;100-150;-4,3595;7,9043
446;2014-09-01;arachide décortiquée;arachide;42540;5.gros camion;bouandougou;116;100-150;-5,6679;8,2146
447;2014-09-01;arachide décortiquée;arachide;7960;4.camion;béoumi;60;050-100;-5,5791;7,6714
448;2014-09-01;riz paddy bké 189;riz;15600;4.camion;m'bahiakro;82;050-100;-4,3378;7,4537
449;2014-09-01;arachide décortiquée;arachide;160;2.voiture;sakassou;47;000-050;-5,2914;7,4555
450;2014-09-01;arachide décortiquée;arachide;2580;2.voiture;dianra;282;200-300;-6,2438;8,7628
451;2014-09-01;piment sec;divers;560;2.voiture;kongasso;135;100-150;-6,0796;7,8157
452;2014-09-01;koudjan;igname;14360;4.camion;dabakala;132;100-150;-4,4272;8,3624
453;2014-09-01;mais grain;mais;400;2.voiture;botro;48;000-050;-5,3063;7,8447
454;2014-09-01;mais grain;mais;7340;4.camion;bouandougou;116;100-150;-5,6679;8,2146
455;2014-09-01;arachide décortiquée;arachide;960;1 moto;bouaké;3;000-050;-5,028;7,6845
456;2014-09-01;arachide décortiquée;arachide;700;2.voiture;dabakala;132;100-150;-4,4272;8,3624
457;2014-09-01;arachide décortiquée;arachide;1900;2.voiture;dabakala;132;100-150;-4,4272;8,3624
458;2014-09-01;arachide décortiquée;arachide;340;2.voiture;botro;48;000-050;-5,3063;7,8447
459;2014-09-01;attiéké sec;divers;1200;3.pick-up;didiévi;87;050-100;-4,893;7,1256
460;2014-09-01;koudjan;igname;1960;2.voiture;mankono;179;150-200;-6,1883;8,0556
461;2014-09-01;divers;divers;5140;2.voiture;brobo;25;000-050;-4,8267;7,6407
462;2014-09-01;koudjan;igname;6260;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
463;2014-09-01;arachide décortiquée;arachide;200;1 moto;bouaké;3;000-050;-5,028;7,6845
464;2014-09-01;piment sec;divers;41120;5.gros camion;bouaké;3;000-050;-5,028;7,6845
465;2014-09-01;attiéké sec;divers;900;1 moto;bouaké;3;000-050;-5,028;7,6845
466;2014-09-01;attiéké sec;divers;320;2.voiture;toumodi;111;100-150;-5,0179;6,5556
467;2014-09-01;arachide décortiquée;arachide;1000;2.voiture;béoumi;60;050-100;-5,5791;7,6714
468;2014-09-01;arachide décortiquée;arachide;1080;2.voiture;sakassou;47;000-050;-5,2914;7,4555
469;2014-09-01;arachide décortiquée;arachide;840;1 moto;bouaké;3;000-050;-5,028;7,6845
470;2014-09-01;arachide décortiquée;arachide;520;2.voiture;béoumi;60;050-100;-5,5791;7,6714
471;2014-09-01;arachide décortiquée;arachide;1240;2.voiture;sakassou;47;000-050;-5,2914;7,4555
472;2014-09-01;arachide décortiquée;arachide;1020;2.voiture;sakassou;47;000-050;-5,2914;7,4555
473;2014-09-01;arachide décortiquée;arachide;100;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
474;2014-09-01;arachide décortiquée;arachide;820;2.voiture;sakassou;47;000-050;-5,2914;7,4555
475;2014-09-01;arachide décortiquée;arachide;1140;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
476;2014-09-01;divers;divers;1300;1 moto;bouaké;3;000-050;-5,028;7,6845
477;2014-09-01;mais grain;mais;660;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
478;2014-09-01;trela;igname;1980;4.camion;tiéningboué;124;100-150;-5,7241;8,177
479;2014-09-01;koudjan;igname;1880;4.camion;dabakala;132;100-150;-4,4272;8,3624
480;2014-09-01;divers;divers;1820;4.camion;daoukro;154;150-200;-3,9606;7,0572
481;2014-09-01;wakrou;igname;10100;4.camion;kouassikro;124;100-150;-4,7085;7,0329
482;2014-09-01;mais grain;mais;1120;1 moto;bouaké;3;000-050;-5,028;7,6845
483;2014-09-01;assawa;igname;20120;4.camion;dabakala;132;100-150;-4,4272;8,3624
484;2014-09-01;kpassadjo;igname;14020;4.camion;dabakala;132;100-150;-4,4272;8,3624
485;2014-09-01;wakrou;igname;24980;4.camion;dabakala;132;100-150;-4,4272;8,3624
486;2014-09-01;assawa;igname;13220;4.camion;dabakala;132;100-150;-4,4272;8,3624
487;2014-09-01;mais grain;mais;8980;4.camion;dabakala;132;100-150;-4,4272;8,3624
488;2014-09-01;piment sec;divers;1420;2.voiture;diégonéfla;163;150-200;-5,5752;6,2848
489;2014-09-01;attiéké sec;divers;60;3.pick-up;moronou;130;100-150;-4,9716;6,3211
490;2014-09-01;oignons;divers;42740;5.gros camion;aboisso;329;300-500;-3,207;5,469
491;2014-09-01;koudjan;igname;13820;4.camion;dabakala;132;100-150;-4,4272;8,3624
492;2014-09-01;arachide décortiquée;arachide;480;2.voiture;botro;48;000-050;-5,3063;7,8447
493;2014-09-01;arachide décortiquée;arachide;120;2.voiture;bodokro;81;050-100;-5,4722;7,8747
494;2014-09-01;arachide décortiquée;arachide;700;2.voiture;bodokro;81;050-100;-5,4722;7,8747
495;2014-09-01;arachide décortiquée;arachide;820;1 moto;bouaké;3;000-050;-5,028;7,6845
496;2014-09-01;attiéké sec;divers;420;3.pick-up;bouaké;3;000-050;-5,028;7,6845
497;2014-09-01;arachide décortiquée;arachide;1760;2.voiture;béoumi;60;050-100;-5,5791;7,6714
498;2014-09-01;arachide décortiquée;arachide;460;2.voiture;sakassou;47;000-050;-5,2914;7,4555
499;2014-09-01;arachide décortiquée;arachide;1920;2.voiture;dianra;282;200-300;-6,2438;8,7628
500;2014-09-01;mais grain;mais;4800;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
501;2014-09-01;piment sec;divers;900;2.voiture;m'bahiakro;82;050-100;-4,3378;7,4537
502;2014-09-01;koudjan;igname;640;2.voiture;yamoussoukro;77;050-100;-5,2778;6,8194
503;2014-09-01;arachide décortiquée;arachide;1100;2.voiture;béoumi;60;050-100;-5,5791;7,6714
504;2014-09-01;attiéké sec;divers;420;2.voiture;béoumi;60;050-100;-5,5791;7,6714
505;2014-09-01;assawa;igname;22180;4.camion;bondoukou;398;300-500;-2,803;8,039
506;2014-09-01;koudjan;igname;17220;4.camion;dabakala;132;100-150;-4,4272;8,3624
507;2014-09-01;mais grain;mais;660;2.voiture;moronou;130;100-150;-4,9716;6,3211
508;2014-09-01;arachide décortiquée;arachide;2360;2.voiture;béoumi;60;050-100;-5,5791;7,6714
509;2014-09-01;mais grain;mais;840;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
510;2014-09-01;mais grain;mais;1400;2.voiture;béoumi;60;050-100;-5,5791;7,6714
511;2014-09-01;gombo sec;divers;180;1 moto;bouaké;3;000-050;-5,028;7,6845
512;2014-09-01;arachide décortiquée;arachide;1940;2.voiture;kouakro;402;300-500;-2,9074;5,4444
513;2014-09-01;arachide décortiquée;arachide;620;2.voiture;moronou;130;100-150;-4,9716;6,3211
514;2014-09-01;attiéké sec;divers;2180;2.voiture;sakassou;47;000-050;-5,2914;7,4555
515;2014-09-01;riz paddy iguapé;riz;860;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
516;2014-09-01;arachide décortiquée;arachide;1180;2.voiture;tingrela;373;300-500;-6,4081;10,4844
517;2014-09-01;arachide décortiquée;arachide;2400;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
518;2014-09-01;arachide décortiquée;arachide;680;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
519;2014-09-01;attiéké sec;divers;540;1 moto;bouaké;3;000-050;-5,028;7,6845
520;2014-09-01;arachide décortiquée;arachide;500;2.voiture;bouandougou;116;100-150;-5,6679;8,2146
521;2014-09-01;arachide décortiquée;arachide;780;2.voiture;sakassou;47;000-050;-5,2914;7,4555
522;2014-09-01;arachide décortiquée;arachide;740;1 moto;bouaké;3;000-050;-5,028;7,6845
523;2014-09-01;arachide décortiquée;arachide;880;2.voiture;sakassou;47;000-050;-5,2914;7,4555
524;2014-09-01;attiéké sec;divers;1220;1 moto;bouaké;3;000-050;-5,028;7,6845
525;2014-09-01;arachide décortiquée;arachide;640;2.voiture;sakassou;47;000-050;-5,2914;7,4555
526;2014-09-01;arachide décortiquée;arachide;1720;2.voiture;dianra;282;200-300;-6,2438;8,7628
527;2014-09-01;arachide décortiquée;arachide;520;2.voiture;dabakala;132;100-150;-4,4272;8,3624
528;2014-09-01;attiéké sec;divers;580;2.voiture;béoumi;60;050-100;-5,5791;7,6714
529;2014-09-01;arachide décortiquée;arachide;400;2.voiture;sakassou;47;000-050;-5,2914;7,4555
530;2014-09-01;arachide décortiquée;arachide;680;2.voiture;sakassou;47;000-050;-5,2914;7,4555
531;2014-09-01;arachide décortiquée;arachide;1020;2.voiture;béoumi;60;050-100;-5,5791;7,6714
532;2014-09-01;mais grain;mais;580;2.voiture;korhogo;176;150-200;-5,6316;9,4577
533;2014-09-01;attiéké sec;divers;220;2.voiture;béoumi;60;050-100;-5,5791;7,6714
534;2014-09-01;koudjan;igname;16160;4.camion;dabakala;132;100-150;-4,4272;8,3624
535;2014-09-01;attiéké sec;divers;1580;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
536;2014-09-01;riz local bké 189;riz;39320;5.gros camion;m'bahiakro;82;050-100;-4,3378;7,4537
537;2014-09-01;mais grain;mais;9320;3.pick-up;korhogo;176;150-200;-5,6316;9,4577
538;2014-09-01;arachide décortiquée;arachide;380;2.voiture;sakassou;47;000-050;-5,2914;7,4555
539;2014-09-01;arachide décortiquée;arachide;720;2.voiture;sakassou;47;000-050;-5,2914;7,4555
540;2014-09-01;arachide décortiquée;arachide;1980;2.voiture;kounahiri;90;050-100;-5,8355;7,7901
541;2014-09-01;piment sec;divers;160;1 moto;bouaké;3;000-050;-5,028;7,6845
542;2014-09-01;kponan;igname;920;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
543;2014-09-01;mais grain;mais;40600;5.gros camion;bouaké;3;000-050;-5,028;7,6845
544;2014-09-01;arachide décortiquée;arachide;2040;2.voiture;kounahiri;90;050-100;-5,8355;7,7901
545;2014-09-01;koudjan;igname;15580;4.camion;dabakala;132;100-150;-4,4272;8,3624
546;2014-09-01;kponan;igname;23140;4.camion;bondoukou;398;300-500;-2,803;8,039
547;2014-09-01;kponan;igname;21500;4.camion;dabakala;132;100-150;-4,4272;8,3624
548;2014-09-01;kléglé;igname;2880;3.pick-up;satama;127;100-150;-4,3595;7,9043
549;2014-09-01;arachide décortiquée;arachide;1020;2.voiture;béoumi;60;050-100;-5,5791;7,6714
550;2014-09-01;wakrou;igname;12380;4.camion;dabakala;132;100-150;-4,4272;8,3624
551;2014-09-01;assawa;igname;14260;4.camion;dabakala;132;100-150;-4,4272;8,3624
552;2014-09-01;manioc frais;divers;1840;3.pick-up;didiévi;87;050-100;-4,893;7,1256
553;2014-09-01;kpassadjo;igname;6340;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
554;2014-09-01;koudjan;igname;10260;4.camion;satama;127;100-150;-4,3595;7,9043
555;2014-09-01;koudjan;igname;24600;4.camion;kongasso;135;100-150;-6,0796;7,8157
556;2014-09-01;arachide décortiquée;arachide;540;2.voiture;bouaké;3;000-050;-5,028;7,6845
557;2014-09-01;arachide décortiquée;arachide;840;2.voiture;béoumi;60;050-100;-5,5791;7,6714
558;2014-09-01;riz paddy iguapé;riz;2000;2.voiture;daoukro;154;150-200;-3,9606;7,0572
559;2014-09-01;arachide décortiquée;arachide;260;2.voiture;tiébissou;48;000-050;-5,2243;7,1593
560;2014-09-01;divers;divers;35620;5.gros camion;bouaké;3;000-050;-5,028;7,6845
561;2014-09-01;mil;divers;9960;5.gros camion;korhogo;176;150-200;-5,6316;9,4577
562;2014-09-01;arachide décortiquée;arachide;2440;2.voiture;mankono;179;150-200;-6,1883;8,0556
